%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status_list0.goal_id.stamp,field.status_list0.goal_id.id,field.status_list0.status,field.status_list0.text
1780307367621868096,4824,1780307367621546579,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307367822098623,4825,1780307367821634030,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307368023032550,4826,1780307368022323941,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307368221796588,4827,1780307368221535646,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307368421940238,4828,1780307368421568512,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307368622163317,4829,1780307368621579035,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307368821848885,4830,1780307368821540285,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307369021956389,4831,1780307369021602736,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307369222026027,4832,1780307369221589508,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307369422201501,4833,1780307369421941547,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307369622190981,4834,1780307369621585135,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307369821801547,4835,1780307369821531698,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307370021850873,4836,1780307370021545710,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307370221964210,4837,1780307370221539097,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307370422199372,4838,1780307370421519046,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307370621785823,4839,1780307370621529360,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307370821981506,4840,1780307370821591133,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307371021874109,4841,1780307371021534102,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307371221978696,4842,1780307371221562542,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307371421920467,4843,1780307371421602023,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307371621964844,4844,1780307371621545148,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307371821938803,4845,1780307371821585671,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307372023564254,4846,1780307372021593121,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307372221860054,4847,1780307372221548538,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307372421886150,4848,1780307372421537028,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307372622382932,4849,1780307372621896881,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307372821846308,4850,1780307372821541927,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307373021848914,4851,1780307373021550106,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307373221956261,4852,1780307373221592295,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307373423156391,4853,1780307373421533025,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
1780307373621943555,4854,1780307373621621570,,1780306886892041203,/move_base-3-1780306886.892041203,3,Goal reached.
