%time,field.header.seq,field.header.stamp,field.header.frame_id
1780311060849465783,733,1780311060846656624,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311061047237250,734,1780311061046680793,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311061247015326,735,1780311061246652618,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311061448277929,736,1780311061447827513,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311061650257301,737,1780311061646682571,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311061850236574,738,1780311061847515384,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311062046955023,739,1780311062046658721,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311062247042785,740,1780311062246665755,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311062446987215,741,1780311062446648362,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311062647064769,742,1780311062646694874,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311062849627369,743,1780311062846673158,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311063047043211,744,1780311063046660296,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311063248860084,745,1780311063248400502,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311063447073424,746,1780311063446670352,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311063649289098,747,1780311063648778214,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311063847038377,748,1780311063846679420,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311064047108796,749,1780311064046659786,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311064247508224,750,1780311064246665101,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311064448218485,751,1780311064446678385,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311064650360617,752,1780311064647502656,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311064847226149,753,1780311064846704014,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311065047089901,754,1780311065046713913,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311065247052352,755,1780311065246683030,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311065447043916,756,1780311065446670115,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311065648116104,757,1780311065646661159,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311065847003452,758,1780311065846653089,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311066047075278,759,1780311066046669445,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311066247023405,760,1780311066246664448,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311066447016428,761,1780311066446655700,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311066646991170,762,1780311066646661223,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311066847137891,763,1780311066846680184,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311067047284664,764,1780311067046839665,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311067247921227,765,1780311067247449926,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311067447244877,766,1780311067446727639,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311067647008317,767,1780311067646661339,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311067847029674,768,1780311067846649779,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311068048181965,769,1780311068047809205,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311068247013012,770,1780311068246660929,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311068447056920,771,1780311068446670150,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311068649086292,772,1780311068648682700,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311068852029777,773,1780311068846691665,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311069047711613,774,1780311069047122552,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311069247054378,775,1780311069246689326,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311069447055838,776,1780311069446684329,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311069646973341,777,1780311069646654904,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311069847110582,778,1780311069846649959,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311070047128762,779,1780311070046684440,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311070247596471,780,1780311070246855640,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311070449803707,781,1780311070446716945,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311070647084342,782,1780311070646667416,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311070852000998,783,1780311070846678772,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311071047093878,784,1780311071046683254,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311071256314273,785,1780311071255936617,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311071446988830,786,1780311071446651800,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311071646993364,787,1780311071646716073,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311071847026856,788,1780311071846673471,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311072047184827,789,1780311072046726911,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311072248204045,790,1780311072247055090,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311072429948366,791,1780311072420255891,,1780311030624285438,/move_base-3-1780311030.624285438,2,This goal was canceled because another goal was recieved by the simple action server,1780311072362629894,/move_base-4-1780311072.362629894,0,
1780311072429988730,792,1780311072420336203,,1780311030624285438,/move_base-3-1780311030.624285438,2,This goal was canceled because another goal was recieved by the simple action server,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311072447098946,793,1780311072446670510,,1780311030624285438,/move_base-3-1780311030.624285438,2,This goal was canceled because another goal was recieved by the simple action server,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311072647271865,794,1780311072646867387,,1780311030624285438,/move_base-3-1780311030.624285438,2,This goal was canceled because another goal was recieved by the simple action server,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311072847270929,795,1780311072846733848,,1780311030624285438,/move_base-3-1780311030.624285438,2,This goal was canceled because another goal was recieved by the simple action server,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311073047124943,796,1780311073046676610,,1780311030624285438,/move_base-3-1780311030.624285438,2,This goal was canceled because another goal was recieved by the simple action server,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311073247058643,797,1780311073246655207,,1780311030624285438,/move_base-3-1780311030.624285438,2,This goal was canceled because another goal was recieved by the simple action server,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311073450788584,798,1780311073450479105,,1780311030624285438,/move_base-3-1780311030.624285438,2,This goal was canceled because another goal was recieved by the simple action server,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311073647278126,799,1780311073646669170,,1780311030624285438,/move_base-3-1780311030.624285438,2,This goal was canceled because another goal was recieved by the simple action server,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311073847175108,800,1780311073846686672,,1780311030624285438,/move_base-3-1780311030.624285438,2,This goal was canceled because another goal was recieved by the simple action server,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311074047136361,801,1780311074046648028,,1780311030624285438,/move_base-3-1780311030.624285438,2,This goal was canceled because another goal was recieved by the simple action server,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311074247202873,802,1780311074246670270,,1780311030624285438,/move_base-3-1780311030.624285438,2,This goal was canceled because another goal was recieved by the simple action server,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311074447050480,803,1780311074446656731,,1780311030624285438,/move_base-3-1780311030.624285438,2,This goal was canceled because another goal was recieved by the simple action server,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311074650843806,804,1780311074646703764,,1780311030624285438,/move_base-3-1780311030.624285438,2,This goal was canceled because another goal was recieved by the simple action server,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311074847477463,805,1780311074846693663,,1780311030624285438,/move_base-3-1780311030.624285438,2,This goal was canceled because another goal was recieved by the simple action server,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311075047771214,806,1780311075047117831,,1780311030624285438,/move_base-3-1780311030.624285438,2,This goal was canceled because another goal was recieved by the simple action server,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311075248005799,807,1780311075246767365,,1780311030624285438,/move_base-3-1780311030.624285438,2,This goal was canceled because another goal was recieved by the simple action server,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311075447178460,808,1780311075446677993,,1780311030624285438,/move_base-3-1780311030.624285438,2,This goal was canceled because another goal was recieved by the simple action server,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311075647124348,809,1780311075646677005,,1780311030624285438,/move_base-3-1780311030.624285438,2,This goal was canceled because another goal was recieved by the simple action server,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311075847799661,810,1780311075846691174,,1780311030624285438,/move_base-3-1780311030.624285438,2,This goal was canceled because another goal was recieved by the simple action server,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311076047005447,811,1780311076046627375,,1780311030624285438,/move_base-3-1780311030.624285438,2,This goal was canceled because another goal was recieved by the simple action server,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311076247258001,812,1780311076246668575,,1780311030624285438,/move_base-3-1780311030.624285438,2,This goal was canceled because another goal was recieved by the simple action server,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311076447128993,813,1780311076446707848,,1780311030624285438,/move_base-3-1780311030.624285438,2,This goal was canceled because another goal was recieved by the simple action server,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311076647266182,814,1780311076646669621,,1780311030624285438,/move_base-3-1780311030.624285438,2,This goal was canceled because another goal was recieved by the simple action server,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311076847235872,815,1780311076846803946,,1780311030624285438,/move_base-3-1780311030.624285438,2,This goal was canceled because another goal was recieved by the simple action server,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311077047315770,816,1780311077046675563,,1780311030624285438,/move_base-3-1780311030.624285438,2,This goal was canceled because another goal was recieved by the simple action server,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311077247172544,817,1780311077246681139,,1780311030624285438,/move_base-3-1780311030.624285438,2,This goal was canceled because another goal was recieved by the simple action server,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311077447072130,818,1780311077446668485,,1780311030624285438,/move_base-3-1780311030.624285438,2,This goal was canceled because another goal was recieved by the simple action server,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311077647566818,819,1780311077646972028,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311077847254634,820,1780311077846781875,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311078047140730,821,1780311078046720835,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311078246948806,822,1780311078246651619,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311078457127167,823,1780311078456097066,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311078647053342,824,1780311078646672926,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311078847078344,825,1780311078846683814,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311079047210273,826,1780311079046661368,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311079247034338,827,1780311079246699547,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311079449034700,828,1780311079448477618,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311079647314707,829,1780311079646822677,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311079847022887,830,1780311079846705336,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311080047145024,831,1780311080046804192,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311080247032162,832,1780311080246612684,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311080447257841,833,1780311080446666332,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311080646958261,834,1780311080646657533,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311080846989722,835,1780311080846700556,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311081047195348,836,1780311081046676756,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311081247076601,837,1780311081246664102,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311081447189572,838,1780311081446654730,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311081648287644,839,1780311081646687857,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311081847181608,840,1780311081846680203,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311082047056142,841,1780311082046666351,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311082247915256,842,1780311082246705468,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311082447437343,843,1780311082446759376,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311082647167190,844,1780311082646671098,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311082847266723,845,1780311082846668288,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311083046980268,846,1780311083046665998,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311083247002250,847,1780311083246668761,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311083447246574,848,1780311083446689128,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311083650002819,849,1780311083647461993,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311083847278141,850,1780311083846688612,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311084047436008,851,1780311084046679864,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311084247002001,852,1780311084246657783,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311084447135545,853,1780311084446680181,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311084646998204,854,1780311084646679767,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311084846954716,855,1780311084846658311,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311085047124354,856,1780311085046663990,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311085248270447,857,1780311085246670399,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311085447054619,858,1780311085446672693,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311085647091705,859,1780311085646713216,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311085847279675,860,1780311085846675927,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311086047760822,861,1780311086046703689,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311086248384104,862,1780311086248038220,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311086447067756,863,1780311086446678225,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311086650609780,864,1780311086650235875,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311086847115833,865,1780311086846719115,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311087047063700,866,1780311087046620003,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311087248033283,867,1780311087247583180,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311087447133496,868,1780311087446681102,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311087647148967,869,1780311087646664698,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311087847618656,870,1780311087846909804,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311088047124128,871,1780311088046651525,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311088248738137,872,1780311088246735069,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311088448210953,873,1780311088447543767,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311088650439491,874,1780311088648763506,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311088847521689,875,1780311088846766170,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311089047176432,876,1780311089046709037,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311089247659193,877,1780311089246817424,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311089450383772,878,1780311089447630029,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311089646938471,879,1780311089646607117,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311089847026754,880,1780311089846655453,,1780311072362629894,/move_base-4-1780311072.362629894,1,This goal has been accepted by the simple action server
1780311090020745262,881,1780311090020273440,,1780311072362629894,/move_base-4-1780311072.362629894,2,This goal was canceled because another goal was recieved by the simple action server,1780311089921627706,/move_base-5-1780311089.921627706,0,
1780311090021460677,882,1780311090020310055,,1780311072362629894,/move_base-4-1780311072.362629894,2,This goal was canceled because another goal was recieved by the simple action server,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
1780311090047489620,883,1780311090046669726,,1780311072362629894,/move_base-4-1780311072.362629894,2,This goal was canceled because another goal was recieved by the simple action server,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
1780311090247490195,884,1780311090246720666,,1780311072362629894,/move_base-4-1780311072.362629894,2,This goal was canceled because another goal was recieved by the simple action server,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
1780311090447064782,885,1780311090446719210,,1780311072362629894,/move_base-4-1780311072.362629894,2,This goal was canceled because another goal was recieved by the simple action server,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
1780311090651498470,886,1780311090646775931,,1780311072362629894,/move_base-4-1780311072.362629894,2,This goal was canceled because another goal was recieved by the simple action server,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
1780311090847230203,887,1780311090846664787,,1780311072362629894,/move_base-4-1780311072.362629894,2,This goal was canceled because another goal was recieved by the simple action server,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
1780311091047600568,888,1780311091046678383,,1780311072362629894,/move_base-4-1780311072.362629894,2,This goal was canceled because another goal was recieved by the simple action server,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
1780311091247270936,889,1780311091246682448,,1780311072362629894,/move_base-4-1780311072.362629894,2,This goal was canceled because another goal was recieved by the simple action server,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
1780311091447172710,890,1780311091446650211,,1780311072362629894,/move_base-4-1780311072.362629894,2,This goal was canceled because another goal was recieved by the simple action server,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
1780311091647134275,891,1780311091646671411,,1780311072362629894,/move_base-4-1780311072.362629894,2,This goal was canceled because another goal was recieved by the simple action server,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
1780311091847079902,892,1780311091846673497,,1780311072362629894,/move_base-4-1780311072.362629894,2,This goal was canceled because another goal was recieved by the simple action server,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
1780311092047204748,893,1780311092046695426,,1780311072362629894,/move_base-4-1780311072.362629894,2,This goal was canceled because another goal was recieved by the simple action server,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
1780311092246988813,894,1780311092246659543,,1780311072362629894,/move_base-4-1780311072.362629894,2,This goal was canceled because another goal was recieved by the simple action server,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
1780311092447424127,895,1780311092446761420,,1780311072362629894,/move_base-4-1780311072.362629894,2,This goal was canceled because another goal was recieved by the simple action server,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
1780311092647098922,896,1780311092646660017,,1780311072362629894,/move_base-4-1780311072.362629894,2,This goal was canceled because another goal was recieved by the simple action server,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
1780311092847008716,897,1780311092846661582,,1780311072362629894,/move_base-4-1780311072.362629894,2,This goal was canceled because another goal was recieved by the simple action server,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
1780311093047043458,898,1780311093046658928,,1780311072362629894,/move_base-4-1780311072.362629894,2,This goal was canceled because another goal was recieved by the simple action server,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
1780311093247188460,899,1780311093246759294,,1780311072362629894,/move_base-4-1780311072.362629894,2,This goal was canceled because another goal was recieved by the simple action server,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
1780311093447228045,900,1780311093446697578,,1780311072362629894,/move_base-4-1780311072.362629894,2,This goal was canceled because another goal was recieved by the simple action server,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
1780311093647503724,901,1780311093646715914,,1780311072362629894,/move_base-4-1780311072.362629894,2,This goal was canceled because another goal was recieved by the simple action server,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
1780311093847035134,902,1780311093846666177,,1780311072362629894,/move_base-4-1780311072.362629894,2,This goal was canceled because another goal was recieved by the simple action server,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
1780311094047001699,903,1780311094046653991,,1780311072362629894,/move_base-4-1780311072.362629894,2,This goal was canceled because another goal was recieved by the simple action server,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
1780311094247191388,904,1780311094246681702,,1780311072362629894,/move_base-4-1780311072.362629894,2,This goal was canceled because another goal was recieved by the simple action server,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
1780311094447273838,905,1780311094446694934,,1780311072362629894,/move_base-4-1780311072.362629894,2,This goal was canceled because another goal was recieved by the simple action server,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
1780311094647147278,906,1780311094646709675,,1780311072362629894,/move_base-4-1780311072.362629894,2,This goal was canceled because another goal was recieved by the simple action server,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
1780311094847090250,907,1780311094846716396,,1780311072362629894,/move_base-4-1780311072.362629894,2,This goal was canceled because another goal was recieved by the simple action server,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
1780311095047196606,908,1780311095046681086,,1780311072362629894,/move_base-4-1780311072.362629894,2,This goal was canceled because another goal was recieved by the simple action server,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
1780311095247167910,909,1780311095246744839,,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
1780311095447086038,910,1780311095446663799,,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
1780311095647122342,911,1780311095646725000,,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
1780311095847563802,912,1780311095847004272,,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
1780311096047622189,913,1780311096046710994,,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
1780311096247076516,914,1780311096246662142,,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
1780311096447149591,915,1780311096446767248,,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
1780311096647175062,916,1780311096646724647,,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
1780311096847001002,917,1780311096846659232,,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
1780311097047292306,918,1780311097046742880,,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
1780311097247722880,919,1780311097246686685,,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
1780311097451917559,920,1780311097451385946,,1780311089921627706,/move_base-5-1780311089.921627706,1,This goal has been accepted by the simple action server
