%time,field.header.seq,field.header.stamp,field.header.frame_id
1780311020446992573,529,1780311020446702358,,1780310981351038494,/move_base-1-1780310981.351038494,2,This goal was canceled because another goal was recieved by the simple action server,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311020647078862,530,1780311020646671509,,1780310981351038494,/move_base-1-1780310981.351038494,2,This goal was canceled because another goal was recieved by the simple action server,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311020847517452,531,1780311020847008690,,1780310981351038494,/move_base-1-1780310981.351038494,2,This goal was canceled because another goal was recieved by the simple action server,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311021047072688,532,1780311021046733722,,1780310981351038494,/move_base-1-1780310981.351038494,2,This goal was canceled because another goal was recieved by the simple action server,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311021247397524,533,1780311021246764749,,1780310981351038494,/move_base-1-1780310981.351038494,2,This goal was canceled because another goal was recieved by the simple action server,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311021447034689,534,1780311021446685775,,1780310981351038494,/move_base-1-1780310981.351038494,2,This goal was canceled because another goal was recieved by the simple action server,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311021647467289,535,1780311021646945402,,1780310981351038494,/move_base-1-1780310981.351038494,2,This goal was canceled because another goal was recieved by the simple action server,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311021848196249,536,1780311021846666162,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311022047207775,537,1780311022046677398,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311022247095153,538,1780311022246682592,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311022448394023,539,1780311022446681588,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311022647561333,540,1780311022646867151,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311022847064745,541,1780311022846669007,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311023048239497,542,1780311023047923083,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311023246978412,543,1780311023246662259,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311023446961522,544,1780311023446665943,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311023647017707,545,1780311023646689887,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311023847015869,546,1780311023846665028,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311024046997573,547,1780311024046670639,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311024247263607,548,1780311024246686458,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311024446933168,549,1780311024446654620,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311024647457801,550,1780311024646681637,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311024847240125,551,1780311024846702301,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311025047244173,552,1780311025046671817,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311025247233898,553,1780311025246670917,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311025447098152,554,1780311025446668402,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311025647258557,555,1780311025646850163,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311025847085102,556,1780311025846660925,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311026047184048,557,1780311026046715548,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311026247552323,558,1780311026246850953,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311026447038963,559,1780311026446663851,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311026647101294,560,1780311026646655399,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311026847122218,561,1780311026846667468,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311027047856699,562,1780311027047466482,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311027246999686,563,1780311027246656605,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311027447033579,564,1780311027446678935,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311027647129973,565,1780311027646664493,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311027847240586,566,1780311027846721980,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311028048894306,567,1780311028048398670,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311028247185503,568,1780311028246743618,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311028447136686,569,1780311028446687457,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311028650776806,570,1780311028646715308,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311028847111917,571,1780311028846722273,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311029049066634,572,1780311029048377452,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311029247101419,573,1780311029246697868,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311029447640583,574,1780311029446690562,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311029647028732,575,1780311029646713100,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311029847195336,576,1780311029846759493,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311030047128080,577,1780311030046671976,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311030246991969,578,1780311030246660660,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311030449246641,579,1780311030448782099,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server
1780311030647102568,580,1780311030646680006,,1780311016371579492,/move_base-2-1780311016.371579492,1,This goal has been accepted by the simple action server,1780311030624285438,/move_base-3-1780311030.624285438,0,
1780311030665844345,581,1780311030659615402,,1780311016371579492,/move_base-2-1780311016.371579492,2,This goal was canceled because another goal was recieved by the simple action server,1780311030624285438,/move_base-3-1780311030.624285438,0,
1780311030665960285,582,1780311030660213228,,1780311016371579492,/move_base-2-1780311016.371579492,2,This goal was canceled because another goal was recieved by the simple action server,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311030846968540,583,1780311030846650199,,1780311016371579492,/move_base-2-1780311016.371579492,2,This goal was canceled because another goal was recieved by the simple action server,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311031047118529,584,1780311031046674144,,1780311016371579492,/move_base-2-1780311016.371579492,2,This goal was canceled because another goal was recieved by the simple action server,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311031247045492,585,1780311031246664702,,1780311016371579492,/move_base-2-1780311016.371579492,2,This goal was canceled because another goal was recieved by the simple action server,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311031451196561,586,1780311031446678750,,1780311016371579492,/move_base-2-1780311016.371579492,2,This goal was canceled because another goal was recieved by the simple action server,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311031648210750,587,1780311031647854752,,1780311016371579492,/move_base-2-1780311016.371579492,2,This goal was canceled because another goal was recieved by the simple action server,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311031847034355,588,1780311031846665180,,1780311016371579492,/move_base-2-1780311016.371579492,2,This goal was canceled because another goal was recieved by the simple action server,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311032047980820,589,1780311032047516851,,1780311016371579492,/move_base-2-1780311016.371579492,2,This goal was canceled because another goal was recieved by the simple action server,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311032247025575,590,1780311032246659994,,1780311016371579492,/move_base-2-1780311016.371579492,2,This goal was canceled because another goal was recieved by the simple action server,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311032447124209,591,1780311032446685970,,1780311016371579492,/move_base-2-1780311016.371579492,2,This goal was canceled because another goal was recieved by the simple action server,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311032647957859,592,1780311032646703925,,1780311016371579492,/move_base-2-1780311016.371579492,2,This goal was canceled because another goal was recieved by the simple action server,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311032847209338,593,1780311032846681097,,1780311016371579492,/move_base-2-1780311016.371579492,2,This goal was canceled because another goal was recieved by the simple action server,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311033047768712,594,1780311033046885983,,1780311016371579492,/move_base-2-1780311016.371579492,2,This goal was canceled because another goal was recieved by the simple action server,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311033247076650,595,1780311033246679975,,1780311016371579492,/move_base-2-1780311016.371579492,2,This goal was canceled because another goal was recieved by the simple action server,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311033447145335,596,1780311033446665741,,1780311016371579492,/move_base-2-1780311016.371579492,2,This goal was canceled because another goal was recieved by the simple action server,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311033648354775,597,1780311033647894036,,1780311016371579492,/move_base-2-1780311016.371579492,2,This goal was canceled because another goal was recieved by the simple action server,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311033847098743,598,1780311033846655920,,1780311016371579492,/move_base-2-1780311016.371579492,2,This goal was canceled because another goal was recieved by the simple action server,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311034047107062,599,1780311034046667677,,1780311016371579492,/move_base-2-1780311016.371579492,2,This goal was canceled because another goal was recieved by the simple action server,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311034247135069,600,1780311034246680579,,1780311016371579492,/move_base-2-1780311016.371579492,2,This goal was canceled because another goal was recieved by the simple action server,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311034447165316,601,1780311034446672857,,1780311016371579492,/move_base-2-1780311016.371579492,2,This goal was canceled because another goal was recieved by the simple action server,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311034647859119,602,1780311034647470360,,1780311016371579492,/move_base-2-1780311016.371579492,2,This goal was canceled because another goal was recieved by the simple action server,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311034847234819,603,1780311034846663973,,1780311016371579492,/move_base-2-1780311016.371579492,2,This goal was canceled because another goal was recieved by the simple action server,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311035048905259,604,1780311035046655782,,1780311016371579492,/move_base-2-1780311016.371579492,2,This goal was canceled because another goal was recieved by the simple action server,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311035248012725,605,1780311035246882699,,1780311016371579492,/move_base-2-1780311016.371579492,2,This goal was canceled because another goal was recieved by the simple action server,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311035447922500,606,1780311035446781120,,1780311016371579492,/move_base-2-1780311016.371579492,2,This goal was canceled because another goal was recieved by the simple action server,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311035647091529,607,1780311035646668291,,1780311016371579492,/move_base-2-1780311016.371579492,2,This goal was canceled because another goal was recieved by the simple action server,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311035847156933,608,1780311035846775726,,1780311016371579492,/move_base-2-1780311016.371579492,2,This goal was canceled because another goal was recieved by the simple action server,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311036047026499,609,1780311036046608573,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311036247077579,610,1780311036246672206,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311036447111107,611,1780311036446680056,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311036647007341,612,1780311036646680719,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311036853996859,613,1780311036848480016,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311037047819778,614,1780311037046733712,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311037248940205,615,1780311037248512644,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311037447084472,616,1780311037446674984,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311037647036592,617,1780311037646661896,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311037848062694,618,1780311037847688571,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311038047133232,619,1780311038046698066,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311038247119259,620,1780311038246768886,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311038447769572,621,1780311038446685485,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311038647228191,622,1780311038646695314,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311038847113590,623,1780311038846705039,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311039053698464,624,1780311039048309384,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311039248295515,625,1780311039246688916,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311039447091463,626,1780311039446663120,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311039647035927,627,1780311039646665866,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311039847074767,628,1780311039846662050,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311040047665547,629,1780311040046840841,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311040247183282,630,1780311040246728689,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311040447272749,631,1780311040446804041,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311040647351487,632,1780311040646912622,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311040847138655,633,1780311040846735260,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311041047254424,634,1780311041046664411,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311041247050968,635,1780311041246665126,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311041447177727,636,1780311041446675372,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311041647157452,637,1780311041646713014,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311041847167646,638,1780311041846660811,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311042047162162,639,1780311042046737986,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311042247131158,640,1780311042246668543,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311042447163956,641,1780311042446672800,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311042647126233,642,1780311042646674556,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311042854381122,643,1780311042853688242,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311043047257717,644,1780311043046780311,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311043246976967,645,1780311043246689357,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311043447840722,646,1780311043446997058,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311043647200225,647,1780311043646763288,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311043850570599,648,1780311043849921261,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311044047088683,649,1780311044046679195,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311044247129815,650,1780311044246687566,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311044447057924,651,1780311044446723281,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311044647451148,652,1780311044646746080,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311044849914835,653,1780311044846669449,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311045047107205,654,1780311045046676153,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311045247558138,655,1780311045246946666,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311045447061862,656,1780311045446786335,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311045647245394,657,1780311045646813197,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311045847025166,658,1780311045846675002,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311046048050123,659,1780311046046949785,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311046247107535,660,1780311046246661379,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311046447014133,661,1780311046446685219,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311046646970836,662,1780311046646658694,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311046847125409,663,1780311046846672169,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311047047097373,664,1780311047046665592,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311047247361166,665,1780311047246935532,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311047447121459,666,1780311047446635094,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311047647303688,667,1780311047646877481,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311047847009344,668,1780311047846662253,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311048047154021,669,1780311048046678072,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311048261881057,670,1780311048260930619,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311048447102897,671,1780311048446693512,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311048647138196,672,1780311048646667039,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311048847083128,673,1780311048846677181,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311049047003476,674,1780311049046661125,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311049249739669,675,1780311049246802311,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311049447055636,676,1780311049446678440,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311049646986505,677,1780311049646665300,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311049848761687,678,1780311049846693047,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311050047250389,679,1780311050046822566,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311050246915679,680,1780311050246650725,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311050447198692,681,1780311050446776287,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311050647031903,682,1780311050646660072,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311050847128557,683,1780311050846683808,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311051046967237,684,1780311051046663741,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311051247021026,685,1780311051246703050,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311051460799708,686,1780311051459877656,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311051647187095,687,1780311051646683646,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311051847007180,688,1780311051846690559,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311052049385501,689,1780311052046730493,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311052246986526,690,1780311052246666675,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311052447748247,691,1780311052447234642,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311052646994622,692,1780311052646657531,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311052847012577,693,1780311052846695591,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311053047064855,694,1780311053046653700,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311053247006923,695,1780311053246656498,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311053447661246,696,1780311053446673047,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311053648414895,697,1780311053646753399,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311053849920539,698,1780311053849464123,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311054049446399,699,1780311054046681701,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311054247167844,700,1780311054246692312,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311054447195955,701,1780311054446756726,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311054651485673,702,1780311054650278094,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311054847219885,703,1780311054846706280,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311055047094607,704,1780311055046662983,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311055247320588,705,1780311055246644583,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311055447045984,706,1780311055446688892,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311055647119877,707,1780311055646663408,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311055850199672,708,1780311055847882744,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311056047098441,709,1780311056046675359,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311056247204731,710,1780311056246736127,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311056470617902,711,1780311056447927963,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311056651801577,712,1780311056646669482,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311056847351566,713,1780311056846798325,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311057047445929,714,1780311057046715392,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311057247707275,715,1780311057246664543,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311057447303032,716,1780311057446892346,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311057647088065,717,1780311057646672118,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311057847007268,718,1780311057846670958,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311058047106110,719,1780311058046687298,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311058247114405,720,1780311058246662062,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311058446995293,721,1780311058446662794,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311058647588211,722,1780311058647085295,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311058847135662,723,1780311058846712798,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311059047090717,724,1780311059046658895,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311059247039261,725,1780311059246675095,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311059447044523,726,1780311059446664160,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311059647132390,727,1780311059646654370,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311059855590079,728,1780311059852943471,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311060047817445,729,1780311060047260259,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311060247526354,730,1780311060246680575,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311060446990212,731,1780311060446663026,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
1780311060647101100,732,1780311060646668393,,1780311030624285438,/move_base-3-1780311030.624285438,1,This goal has been accepted by the simple action server
