%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
1780311021795899026,0.185864644783,0.164088602319,0.0,0.0,0.0,0.219886854028
1780311021983553681,0.26290563082,0.201418985266,0.0,0.0,0.0,0.0789818452799
1780311022198294155,0.23222658781,0.104290362707,0.0,0.0,0.0,0.128316967794
1780311022365950754,0.346290471792,0.184066680219,0.0,0.0,0.0,-0.0824805658961
1780311022558499842,0.254083798852,0.153538922888,0.0,0.0,0.0,-0.0301430532743
1780311022802651033,0.370607885132,0.210192323047,0.0,0.0,0.0,-0.201327707983
1780311022937743043,0.330059212862,0.224796201191,0.0,0.0,0.0,-0.251778099877
1780311023122885193,0.307030762588,0.201675823159,0.0,0.0,0.0,-0.229507727751
1780311023322978878,0.29387982999,0.21703559979,0.0,0.0,0.0,-0.268865715235
1780311023517422488,0.305117077574,0.237276490035,0.0,0.0,0.0,-0.351050114649
1780311023711768232,0.288326637832,0.255240634439,0.0,0.0,0.0,-0.4
1780311023904054397,0.224971066028,0.241529989619,0.0,0.0,0.0,-0.356557789259
1780311024129526000,0.182910298197,0.237057101599,0.0,0.0,0.0,-0.4
1780311024320409633,0.14265605484,0.24347534375,0.0,0.0,0.0,-0.4
1780311024472766095,0.100453123025,0.252405529956,0.0,0.0,0.0,-0.4
1780311024668679218,0.0508621863585,0.221061551192,0.0,0.0,0.0,-0.4
1780311024861647951,0.0,0.0,0.0,0.0,0.0,0.0
1780311025063839288,0.0,0.0,0.0,0.0,0.0,0.0
1780311025278891019,0.0,0.0,0.0,0.0,0.0,0.0
1780311025470656496,0.0,0.0,0.0,0.0,0.0,0.0
1780311025717800880,0.0,0.0,0.0,0.0,0.0,0.0
1780311025861256359,0.0,0.0,0.0,0.0,0.0,0.0
1780311026068409162,-0.0241836623194,0.123904177968,0.0,0.0,0.0,-0.289887412306
1780311026268033879,-0.0252165924009,0.129608204792,0.0,0.0,0.0,-0.273681752338
1780311026467935425,-0.0255560499912,0.13156908079,0.0,0.0,0.0,-0.268522306075
1780311026669977227,-0.0254563925629,0.132202345238,0.0,0.0,0.0,-0.266929280835
1780311026875270041,-0.0255616910803,0.132237979983,0.0,0.0,0.0,-0.266447486649
1780311027067069477,-0.0264586111125,0.136529664231,0.0,0.0,0.0,-0.329660509523
1780311027283734526,-0.0345407587576,0.167010691412,0.0,0.0,0.0,-0.4
1780311027469867636,-0.0440932925922,0.173002436516,0.0,0.0,0.0,-0.4
1780311027674427933,-0.0650333678056,0.221279143892,0.0,0.0,0.0,-0.367313305132
1780311027860246661,0.0,0.0,0.0,0.0,0.0,0.0
1780311028066862681,0.0,0.0,0.0,0.0,0.0,0.0
1780311028267548203,0.0,0.0,0.0,0.0,0.0,0.0
1780311028465416213,0.0,0.0,0.0,0.0,0.0,0.0
1780311028660702603,0.0,0.0,0.0,0.0,0.0,0.0
1780311028861314633,0.0,0.0,0.0,0.0,0.0,0.0
1780311029061260972,0.0,0.0,0.0,0.0,0.0,0.0
1780311029260214892,0.0,0.0,0.0,0.0,0.0,0.0
1780311029462166797,0.0,0.0,0.0,0.0,0.0,0.0
1780311029660184238,0.0,0.0,0.0,0.0,0.0,0.0
1780311029860442302,0.0,0.0,0.0,0.0,0.0,0.0
1780311030061567417,0.0,0.0,0.0,0.0,0.0,0.0
1780311030260081119,0.0,0.0,0.0,0.0,0.0,0.0
1780311030460099542,0.0,0.0,0.0,0.0,0.0,0.0
1780311031159239811,-0.00617166121419,0.0048487019422,0.0,0.0,0.0,0.273825433441
1780311031424825965,-0.00126476484089,0.00754323297816,0.0,0.0,0.0,0.250787998328
1780311031674039562,0.00625232088306,0.0108610076301,0.0,0.0,0.0,0.228708201491
1780311031899120375,0.00692143081513,0.0152999531405,0.0,0.0,0.0,0.221537141211
1780311032109514970,0.00599423596045,0.0226783313889,0.0,0.0,0.0,0.215326908017
1780311032317700713,0.00413356200512,0.0276759617998,0.0,0.0,0.0,0.212666902135
1780311032530896778,0.00124885800096,0.0344047709158,0.0,0.0,0.0,0.209687071273
1780311032772762605,-0.00229430329652,0.0458673157888,0.0,0.0,0.0,0.206193191595
1780311032994601990,0.0055303838361,0.0593851068711,0.0,0.0,0.0,0.245390485218
1780311033237231532,0.0348645801455,0.09043107454,0.0,0.0,0.0,0.331845399835
1780311033457325513,0.0058572378183,0.104195150294,0.0,0.0,0.0,0.4
1780311033819628331,0.0143273277155,0.109933874294,0.0,0.0,0.0,0.4
1780311034135448380,0.00862595929205,0.126844841995,0.0,0.0,0.0,0.4
1780311034417182763,0.00967719236563,0.146264295527,0.0,0.0,0.0,0.4
1780311034426658759,0.0,0.0,0.0,0.0,0.0,0.0
1780311034621868271,0.0,0.0,0.0,0.0,0.0,0.0
1780311034822349101,0.0,0.0,0.0,0.0,0.0,0.0
1780311035024043813,0.0,0.0,0.0,0.0,0.0,0.0
1780311035223133569,0.0,0.0,0.0,0.0,0.0,0.0
1780311035421197990,0.0,0.0,0.0,0.0,0.0,0.0
1780311035845856070,0.0411244094487,0.127024999003,0.0,0.0,0.0,0.210416351369
1780311036037411751,0.0334988061084,0.133926404302,0.0,0.0,0.0,0.182912399942
1780311036262221776,0.0369780512132,0.140369685118,0.0,0.0,0.0,0.177024955848
1780311036465945387,0.0388754170887,0.145387031323,0.0,0.0,0.0,0.173970680148
1780311036674113057,0.0406956742614,0.148569487609,0.0,0.0,0.0,0.171882753432
1780311036904003509,0.0411097231436,0.151063558334,0.0,0.0,0.0,0.170063668522
1780311037099680897,0.0885922568349,0.170039149795,0.0,0.0,0.0,0.4
1780311037319028663,0.0754856451614,0.197623821277,0.0,0.0,0.0,0.4
1780311037537485889,0.0885051013541,0.191637061968,0.0,0.0,0.0,0.4
1780311037735689167,0.0868534340987,0.18145028416,0.0,0.0,0.0,0.4
1780311037943287085,0.0852794654366,0.176889994233,0.0,0.0,0.0,0.4
1780311038152593218,0.0973611297217,0.181830603649,0.0,0.0,0.0,0.4
1780311038362348007,0.0967542811472,0.166386859528,0.0,0.0,0.0,0.4
1780311038366797587,0.0,0.0,0.0,0.0,0.0,0.0
1780311038430504338,0.0,0.0,0.0,0.0,0.0,0.0
1780311038621661155,0.0,0.0,0.0,0.0,0.0,0.0
1780311038826063219,0.0,0.0,0.0,0.0,0.0,0.0
1780311039022516354,0.0,0.0,0.0,0.0,0.0,0.0
1780311039364809553,0.0957186634896,0.158472204547,0.0,0.0,0.0,0.185464001826
1780311039576972834,0.0972548577948,0.158617355572,0.0,0.0,0.0,0.174710583103
1780311039763393346,0.100049979204,0.154309152579,0.0,0.0,0.0,0.170425252573
1780311039992049604,0.10799507128,0.151432761686,0.0,0.0,0.0,0.207257134157
1780311040183086470,0.115404658825,0.187099654878,0.0,0.0,0.0,0.344608445468
1780311040453967484,0.268611125006,0.0777015554422,0.0,0.0,0.0,0.4
1780311040602260416,0.214399999414,0.228501744175,0.0,0.0,0.0,0.4
1780311040770935788,0.162444181074,0.26710090573,0.0,0.0,0.0,0.4
1780311041010798340,0.103784333666,0.243652616927,0.0,0.0,0.0,0.4
1780311041191789095,0.10693380871,0.223310680278,0.0,0.0,0.0,0.4
1780311041226280707,0.0,0.0,0.0,0.0,0.0,0.0
1780311041421454646,0.0,0.0,0.0,0.0,0.0,0.0
1780311041622143241,0.0,0.0,0.0,0.0,0.0,0.0
1780311041828819263,0.0,0.0,0.0,0.0,0.0,0.0
1780311042024739729,0.0,0.0,0.0,0.0,0.0,0.0
1780311042225621974,0.0,0.0,0.0,0.0,0.0,0.0
1780311042426112023,0.0,0.0,0.0,0.0,0.0,0.0
1780311042621476331,0.0,0.0,0.0,0.0,0.0,0.0
1780311042961069885,0.0654663145683,0.164600453273,0.0,0.0,0.0,0.182128643512
1780311043153134900,0.0542025216036,0.15811289444,0.0,0.0,0.0,0.175002669021
1780311043341037165,0.044709343087,0.156665635788,0.0,0.0,0.0,0.17195439475
1780311043545023490,0.0462892360143,0.160231053658,0.0,0.0,0.0,0.170154422641
1780311043733931715,0.0627039393132,0.14525951665,0.0,0.0,0.0,0.330037897141
1780311043951414803,0.066420688592,0.17474844505,0.0,0.0,0.0,0.4
1780311044193621211,0.0614641205786,0.238281137597,0.0,0.0,0.0,0.342185119667
1780311044368106402,0.0673069321751,0.249256508538,0.0,0.0,0.0,0.4
1780311044421450367,0.0,0.0,0.0,0.0,0.0,0.0
1780311044629033232,0.0,0.0,0.0,0.0,0.0,0.0
1780311044824514261,0.0,0.0,0.0,0.0,0.0,0.0
1780311045022173413,0.0,0.0,0.0,0.0,0.0,0.0
1780311045239786192,0.0,0.0,0.0,0.0,0.0,0.0
1780311045422021297,0.0,0.0,0.0,0.0,0.0,0.0
1780311045623267561,0.0,0.0,0.0,0.0,0.0,0.0
1780311045937268923,0.0455556556429,0.169801691605,0.0,0.0,0.0,0.188716624912
1780311046115417946,0.0716673243755,0.158766674038,0.0,0.0,0.0,0.175814463019
1780311046329017301,0.0730829414722,0.158866662589,0.0,0.0,0.0,0.172967138409
1780311046528540610,0.0678406909451,0.158410624095,0.0,0.0,0.0,0.192526181663
1780311046718677924,0.0906766618444,0.146118688549,0.0,0.0,0.0,0.385163690243
1780311046980784729,0.0942449451212,0.21376214786,0.0,0.0,0.0,0.4
1780311047126756984,0.218391105912,-0.0232090515552,0.0,0.0,0.0,0.369023450958
1780311047360133661,0.290107636899,0.0389087635428,0.0,0.0,0.0,0.4
1780311047570985246,0.315463177503,0.0624211678976,0.0,0.0,0.0,0.376234974854
1780311047748121121,0.316610519085,0.0562009643688,0.0,0.0,0.0,0.4
1780311047987516111,0.360612963947,0.041157651119,0.0,0.0,0.0,0.4
1780311048022135383,0.0,0.0,0.0,0.0,0.0,0.0
1780311048375266274,0.107657378028,0.229223263167,0.0,0.0,0.0,0.34422728341
1780311048422016966,0.0,0.0,0.0,0.0,0.0,0.0
1780311048621950075,0.0,0.0,0.0,0.0,0.0,0.0
1780311048821152542,0.0,0.0,0.0,0.0,0.0,0.0
1780311049021155444,0.0,0.0,0.0,0.0,0.0,0.0
1780311049318489920,0.0614211585448,0.173558844494,0.0,0.0,0.0,0.19160861645
1780311049518516521,0.0542562993692,0.167773701922,0.0,0.0,0.0,0.185492874415
1780311049718032068,0.0541024500353,0.166954437493,0.0,0.0,0.0,0.183686948705
1780311049929352049,0.0706684816912,0.15710148128,0.0,0.0,0.0,0.265734487749
1780311050143269797,0.0876879662978,0.169123952951,0.0,0.0,0.0,0.35478984819
1780311050337030318,0.0710484733877,0.223078893151,0.0,0.0,0.0,0.4
1780311050549444751,0.09564513908,0.289491399789,0.0,0.0,0.0,0.4
1780311050761042186,0.148758497193,0.356956558328,0.0,0.0,0.0,0.4
1780311050823531931,0.0,0.0,0.0,0.0,0.0,0.0
1780311051134031130,0.221335560861,0.356869920815,0.0,0.0,0.0,0.4
1780311051293437595,0.187677922608,0.246001472357,0.0,0.0,0.0,0.192293093326
1780311051523199190,0.224061000228,0.353005997703,0.0,0.0,0.0,0.358058836084
1780311051763873167,0.28700385017,0.364241618529,0.0,0.0,0.0,0.4
1780311051953182443,0.290555579837,0.475687982878,0.0,0.0,0.0,0.4
1780311052138232507,0.350865775187,0.5,0.0,0.0,0.0,0.4
1780311052314109031,0.296092879102,0.452735235749,0.0,0.0,0.0,0.4
1780311052421696409,0.0,0.0,0.0,0.0,0.0,0.0
1780311052627699343,0.0,0.0,0.0,0.0,0.0,0.0
1780311052822604265,0.0,0.0,0.0,0.0,0.0,0.0
1780311053024878885,0.0,0.0,0.0,0.0,0.0,0.0
1780311053221862709,0.0,0.0,0.0,0.0,0.0,0.0
1780311053424106860,0.0,0.0,0.0,0.0,0.0,0.0
1780311053621993725,0.0,0.0,0.0,0.0,0.0,0.0
1780311054086167020,0.106730627825,0.0527904057227,0.0,0.0,0.0,0.244610288916
1780311054280136401,0.123563250585,0.0739395321823,0.0,0.0,0.0,0.234516578086
1780311054432516769,0.164689559855,0.115858243598,0.0,0.0,0.0,0.214510153767
1780311054578372928,0.173442946464,0.133556321096,0.0,0.0,0.0,0.19335262251
1780311054779138139,0.172266829009,0.136699293029,0.0,0.0,0.0,0.233841060556
1780311054973224554,0.205644010007,0.16732237112,0.0,0.0,0.0,0.309135292199
1780311055243134660,0.225505311707,0.208389735995,0.0,0.0,0.0,0.4
1780311055397227202,0.196818516831,0.182184887539,0.0,0.0,0.0,0.4
1780311055588470428,0.210789328306,0.180415915438,0.0,0.0,0.0,0.4
1780311055787763262,0.207571895413,0.14958083461,0.0,0.0,0.0,0.4
1780311055821394959,0.0,0.0,0.0,0.0,0.0,0.0
1780311056034284871,0.0,0.0,0.0,0.0,0.0,0.0
1780311056224924280,0.0,0.0,0.0,0.0,0.0,0.0
1780311056421605701,0.0,0.0,0.0,0.0,0.0,0.0
1780311056623496928,0.0,0.0,0.0,0.0,0.0,0.0
1780311056823587644,0.0,0.0,0.0,0.0,0.0,0.0
1780311057028154139,0.0,0.0,0.0,0.0,0.0,0.0
1780311057301314996,0.146191303751,0.0629415826413,0.0,0.0,0.0,0.214257764071
1780311057508839839,0.16545135026,0.0721903720571,0.0,0.0,0.0,0.201623094144
1780311057713919783,0.169613375809,0.0751342910584,0.0,0.0,0.0,0.197564985311
1780311057928507390,0.185312886289,0.0899269132406,0.0,0.0,0.0,0.285221571353
1780311058138813280,0.229241141834,0.0809454694146,0.0,0.0,0.0,0.4
1780311058333553191,0.204729718572,0.0494382429376,0.0,0.0,0.0,0.4
1780311058578915420,0.201915966138,0.0292270792575,0.0,0.0,0.0,0.4
1780311058735498608,0.199075342769,-0.00368703035081,0.0,0.0,0.0,0.4
1780311058953607521,0.198220092734,-0.051060813016,0.0,0.0,0.0,0.4
1780311059024087651,0.0,0.0,0.0,0.0,0.0,0.0
1780311059222860261,0.0,0.0,0.0,0.0,0.0,0.0
1780311059421517506,0.0,0.0,0.0,0.0,0.0,0.0
1780311059630766235,0.0,0.0,0.0,0.0,0.0,0.0
1780311059821582250,0.0,0.0,0.0,0.0,0.0,0.0
1780311060021823554,0.0,0.0,0.0,0.0,0.0,0.0
1780311060299669605,0.145267724394,-0.0465295339583,0.0,0.0,0.0,0.249949632396
1780311060514485871,0.147416111332,-0.0597367387185,0.0,0.0,0.0,0.232259325607
