7.851960754394531250e+01,1.404821586608886719e+01,-3.671761751174926758e+00,2.950733900070190430e+00,3.128762245178222656e+00
1.108924179077148438e+02,1.984014701843261719e+01,-4.236391067504882812e+00,2.835877656936645508e+00,3.128762245178222656e+00
1.260100784301757812e+02,2.277068519592285156e+01,-2.977188587188720703e+00,2.840669631958007812e+00,3.130595207214355469e+00
1.506048278808593750e+02,2.694523239135742188e+01,-3.686455011367797852e+00,2.747965574264526367e+00,3.130595207214355469e+00
1.725059204101562500e+02,3.117272949218750000e+01,-5.981912612915039062e+00,2.688099145889282227e+00,3.130595207214355469e+00
1.888408355712890625e+02,3.412453460693359375e+01,-4.095158576965332031e+00,2.653058052062988281e+00,3.128762245178222656e+00
2.066829528808593750e+02,3.734870147705078125e+01,1.415286660194396973e-01,2.596791267395019531e+00,3.130595207214355469e+00
2.342276153564453125e+02,4.190647125244140625e+01,3.561933994293212891e+00,2.490644454956054688e+00,3.130595207214355469e+00
2.510415649414062500e+02,4.581463241577148438e+01,7.469974040985107422e+00,2.398927450180053711e+00,3.128762245178222656e+00
2.663916015625000000e+02,4.861598968505859375e+01,7.403025627136230469e+00,2.329529047012329102e+00,3.126929283142089844e+00
2.837829284667968750e+02,5.026441574096679688e+01,1.068443012237548828e+01,2.228161096572875977e+00,3.128762245178222656e+00
2.968493652343750000e+02,5.257878112792968750e+01,6.462136745452880859e+00,2.151711463928222656e+00,3.128762245178222656e+00
3.099375915527343750e+02,5.489700317382812500e+01,-1.864453405141830444e-01,2.066268444061279297e+00,3.128762245178222656e+00
3.207584838867187500e+02,5.796275329589843750e+01,3.750624895095825195e+00,1.953823804855346680e+00,3.130595207214355469e+00
6.315215301513671875e+01,1.141192722320556641e+01,7.921120166778564453e+00,3.040989398956298828e+00,3.134260892868041992e+00
8.731373596191406250e+01,1.562160301208496094e+01,7.170066833496093750e+00,2.951351642608642578e+00,3.134260892868041992e+00
1.109309921264648438e+02,2.024470710754394531e+01,7.425042152404785156e+00,2.859876632690429688e+00,3.128762245178222656e+00
1.422040863037109375e+02,2.544222640991210938e+01,9.076481819152832031e+00,2.752415895462036133e+00,3.128762245178222656e+00
1.658744354248046875e+02,2.967716979980468750e+01,9.197293281555175781e+00,2.664971351623535156e+00,3.128762245178222656e+00
1.941265106201171875e+02,3.507968521118164062e+01,1.037727355957031250e+01,2.566610097885131836e+00,3.128762245178222656e+00
2.190355377197265625e+02,3.958087539672851562e+01,1.327037143707275391e+01,2.475302696228027344e+00,3.128762245178222656e+00
2.454289245605468750e+02,4.391053771972656250e+01,1.553081417083740234e+01,2.368485450744628906e+00,3.128762245178222656e+00
2.738045959472656250e+02,4.996884918212890625e+01,1.843645286560058594e+01,2.243706941604614258e+00,3.128762245178222656e+00
2.980231628417968750e+02,5.438869094848632812e+01,1.848562622070312500e+01,2.119248628616333008e+00,3.132428169250488281e+00
3.131668395996093750e+02,5.715238189697265625e+01,7.850149631500244141e+00,2.027857065200805664e+00,3.130595207214355469e+00
6.920488739013671875e+01,6.142078399658203125e+00,3.671553850173950195e+00,3.165848970413208008e+00,3.128762245178222656e+00
1.019311981201171875e+02,9.046606063842773438e+00,3.928623914718627930e+00,3.001537561416625977e+00,3.128762245178222656e+00
1.312759094238281250e+02,1.073296642303466797e+01,4.975975513458251953e+00,2.874939680099487305e+00,3.125096559524536133e+00
1.664536895751953125e+02,1.360906028747558594e+01,3.398216247558593750e+00,2.744360923767089844e+00,3.121430635452270508e+00
1.986649627685546875e+02,1.624261665344238281e+01,6.550906658172607422e+00,2.602609634399414062e+00,3.115931987762451172e+00
2.387990570068359375e+02,2.077623367309570312e+01,9.423230171203613281e+00,2.431321859359741211e+00,3.123263597488403320e+00
2.664896850585937500e+02,2.271942710876464844e+01,8.084578514099121094e+00,2.299566745758056641e+00,3.125096559524536133e+00
2.899443969726562500e+02,2.725553894042968750e+01,8.835160255432128906e+00,2.157374858856201172e+00,3.126929283142089844e+00
3.081314086914062500e+02,2.842570877075195312e+01,8.252413749694824219e+00,2.015717029571533203e+00,3.125096559524536133e+00
3.198193359375000000e+02,2.950394248962402344e+01,5.474703788757324219e+00,1.904560923576354980e+00,3.125096559524536133e+00
9.126476287841796875e+01,7.621190071105957031e+00,6.706050872802734375e+00,2.868616819381713867e+00,3.121430635452270508e+00
1.252070846557617188e+02,1.023678588867187500e+01,4.755049228668212891e+00,2.773971319198608398e+00,3.128762245178222656e+00
1.592564697265625000e+02,1.329893207550048828e+01,6.609767913818359375e+00,2.647003412246704102e+00,3.126929283142089844e+00
2.078381347656250000e+02,1.735581016540527344e+01,5.200292110443115234e+00,2.508715867996215820e+00,3.121430635452270508e+00
2.548068237304687500e+02,2.261463737487792969e+01,1.195606803894042969e+01,2.315258979797363281e+00,3.123263597488403320e+00
2.995744934082031250e+02,2.816079330444335938e+01,1.548610687255859375e+01,2.086872339248657227e+00,3.126929283142089844e+00
3.162135620117187500e+02,2.861787223815917969e+01,1.239421653747558594e+01,1.995884776115417480e+00,3.119597673416137695e+00
7.466900634765625000e+01,6.365863323211669922e+00,7.174961090087890625e+00,2.886594057083129883e+00,3.121430635452270508e+00
1.170374145507812500e+02,9.773370742797851562e+00,7.620217323303222656e+00,2.759027481079101562e+00,3.125096559524536133e+00
1.415450286865234375e+02,1.157255744934082031e+01,7.260230064392089844e+00,2.686252355575561523e+00,3.123263597488403320e+00
